Wall time,Step,Value
1785087974.0267441,1252,0.14570312201976776
1785087974.65165,1508,0.0
1785087976.969075,2426,0.4410156309604645
1785087978.0012243,2817,0.585156261920929
1785087978.093226,2849,0.887499988079071
1785087979.8444698,3540,0.3707031309604645
1785087980.7969995,3920,0.48320311307907104
1785087983.2529123,4874,0.0
1785087989.1537793,6937,0.901562511920929
1785087991.264234,7697,0.5394531488418579
1785087992.0695975,8002,0.0
1785087993.2941954,8429,0.3988281190395355
1785087993.9291337,8655,0.20546874403953552
1785087994.9087036,9042,0.0
1785087997.5714412,10077,0.419921875
1785087998.2410014,10333,0.0
1785087998.541483,10447,0.5992187261581421
1785087999.2973733,10703,0.0
1785087999.9694812,10959,0.0
1785088004.1741173,12575,0.0
1785088004.935524,12868,0.61328125
1785088006.454757,13430,0.279296875
1785088007.0754595,13668,0.16328124701976776
1785088007.748099,13924,0.0
1785088008.4018714,14180,0.0
1785088011.336781,15244,0.0
1785088016.2604778,17074,0.0
1785088016.9390872,17330,0.0
1785088021.1873238,18766,0.0
1785088026.6063132,20698,0.0
1785088028.1071932,21258,0.0
1785088028.7787292,21514,0.0
1785088033.44149,23183,0.0
1785088035.05272,23722,0.0
1785088036.558755,24234,0.0
1785088041.042055,25842,0.8980468511581421
1785088042.5998194,26388,0.6871093511581421
1785088043.171765,26602,0.24765625596046448
1785088049.6539786,28832,0.0
1785088051.1894493,29344,0.0
1785088051.9729815,29600,0.0
1785088052.91052,29856,0.0
1785088058.4984906,31339,0.0
1785088062.4780786,32619,0.0
1785088063.4494524,32905,0.6343749761581421
1785088064.201048,33161,0.0
1785088067.3874269,34185,0.0
1785088071.3630283,35465,0.0
1785088072.1460774,35721,0.0
1785088074.5763736,36489,0.0
1785088079.4932597,38025,0.0
1785088080.3025932,38281,0.0
1785088082.0419638,38793,0.0
1785088084.3855984,39561,0.0
1785088086.0820534,40073,0.0
1785088086.9901664,40329,0.0
1785088088.6274643,40841,0.0
1785088090.1687152,41353,0.0
1785088090.52719,41466,0.602734386920929
1785088095.543638,43081,0.0
1785088101.8836932,45055,0.0
1785088102.7770426,45311,0.0
1785088103.6102836,45567,0.0
1785088106.8045008,46591,0.0
1785088114.8111203,49018,0.138671875
1785088115.7102811,49274,0.0
1785088116.926466,49684,0.0
1785088120.403171,50708,0.0
1785088122.7383296,51343,0.567578136920929
1785088123.600515,51599,0.0
1785088124.47622,51855,0.0
1785088126.9743192,52623,0.0
1785088135.3485847,55101,0.0
1785088139.7786314,56637,0.0
1785088141.6005514,57307,0.44453126192092896
1785088143.0516617,57819,0.0
1785088143.8266923,58075,0.0
1785088144.0728185,58149,0.8804687261581421
1785088147.152132,59173,0.0
1785088150.9704728,60095,0.33906251192092896
1785088152.344859,60477,0.5570312738418579
1785088154.9228582,61367,0.54296875
1785088161.6591165,63846,0.7046874761581421
1785088164.4228754,64850,0.676562488079071
1785088165.0975547,65106,0.0
1785088166.6559877,65668,0.7925781011581421
1785088166.9397988,65772,0.6343749761581421
1785088168.8333855,66429,0.4691406190395355
1785088169.0625129,66510,0.7152343988418579
1785088169.7259655,66759,0.694140613079071
1785088170.5395381,67057,0.676562488079071
1785088172.0650387,67616,0.5394531488418579
1785088172.2105293,67669,0.813671886920929
1785088172.8993037,67925,0.0
1785088174.138795,68366,0.9261718988418579
1785088174.8428776,68621,0.103515625
1785088175.0172782,68686,0.771484375
1785088176.3608315,69167,0.560546875
1785088179.4574323,70290,0.0
1785088180.356651,70612,0.5394531488418579
1785088181.484391,71019,0.8980468511581421
1785088182.8395119,71525,0.8101562261581421
1785088182.9741008,71576,0.8207031488418579
1785088184.6887784,72204,0.525390625
1785088185.22971,72404,0.8628906011581421
1785088185.7952652,72611,0.8558593988418579
1785088186.7254431,72925,0.4691406190395355
1785088186.8704915,72977,0.8980468511581421
1785088187.8572667,73337,0.2265625
1785088188.2947598,73498,0.4339843690395355
1785088188.4632154,73559,0.7855468988418579
1785088188.7417545,73661,0.799609363079071
1785088190.220212,74194,0.349609375
1785088191.5548158,74670,0.8207031488418579
1785088191.6639762,74709,0.8628906011581421
1785088192.1854436,74878,0.4058593809604645
1785088196.1906655,76311,0.33203125
1785088197.0878232,76633,0.8558593988418579
1785088199.05486,77306,0.620312511920929
1785088199.2172086,77365,0.7925781011581421
1785088199.7360122,77548,0.6695312261581421
1785088200.2378001,77729,0.782031238079071
1785088202.0996335,78346,0.44804686307907104
1785088205.297442,79333,0.658984363079071
1785088205.7717707,79505,0.694140613079071
1785088205.8062932,79518,0.954296886920929
1785088206.2060456,79659,0.9261718988418579
1785088207.290705,80026,0.954296886920929
1785088207.761906,80192,0.9507812261581421
1785088207.8214717,80212,0.9296875
1785088208.9489944,80612,0.7503906488418579
1785088209.6703966,80868,0.0
1785088216.1877186,83104,0.0
1785088216.8430052,83336,0.18437500298023224
1785088223.5702298,85664,0.0
1785088225.7356672,86432,0.0
1785088226.4760034,86688,0.0
1785088227.9570675,87180,0.0
1785088229.2563467,87641,0.0
1785088237.919057,90695,0.3988281190395355
1785088241.2707949,91854,0.14570312201976776
1785088241.4804537,91928,0.887499988079071
1785088243.3382943,92556,0.0
1785088244.4595885,92944,0.3988281190395355
1785088247.375668,93949,0.0
1785088247.590933,94028,0.7222656011581421
1785088250.0372748,94882,0.8453124761581421
1785088251.2253911,95294,0.0
1785088252.019661,95550,0.0
1785088253.5966558,95906,0.6484375
1785088254.1664655,95971,0.771484375
1785088257.8099694,96736,0.0
1785088259.3276708,97248,0.0
1785088262.368001,98250,0.778515636920929
1785088263.1455946,98506,0.0
1785088268.7684493,100421,0.666015625
1785088270.2266674,100933,0.0
1785088273.227627,101957,0.0
1785088273.971629,102213,0.0
1785088274.5256371,102403,0.33203125
1785088277.513174,103427,0.0
1785088279.9965477,104260,0.0
1785088280.4240518,104404,0.4937500059604645
1785088282.6872752,105172,0.0
1785088283.4678507,105440,0.7046874761581421
1785088284.2064984,105696,0.0
1785088284.4498117,105781,0.701171875
1785088284.483452,105793,0.957812488079071
1785088285.1490588,106024,0.18789061903953552
1785088285.9122503,106280,0.0
1785088287.3615706,106775,0.15976563096046448
1785088287.6043448,106865,0.68359375
1785088290.3300805,107789,0.841796875
1785088290.469774,107836,0.834765613079071
1785088292.91844,108669,0.0
1785088294.537756,109203,0.21953125298023224
1785088295.3065012,109472,0.0
1785088297.6956892,110305,0.3707031309604645
1785088298.4682345,110573,0.532421886920929
1785088300.4401107,111252,0.6484375
1785088302.1449504,111818,0.37421876192092896
1785088302.8672802,112074,0.0
1785088303.4526432,112273,0.694140613079071
1785088306.0407777,113179,0.876953125
1785088308.8987422,114128,0.89453125
1785088309.6503186,114384,0.0
1785088310.7861347,114766,0.30742186307907104
1785088310.9032173,114803,0.869921863079071
1785088311.3448966,114957,0.4585937559604645
1785088312.0880518,115213,0.0
1785088312.2796462,115278,0.9085937738418579
1785088312.9995084,115505,0.9156249761581421
1785088314.6868067,116088,0.690625011920929
1785088314.9126518,116165,0.729296863079071
1785088317.1233702,116930,0.954296886920929
1785088317.53736,117070,0.8277343511581421
1785088318.7029026,117451,0.637890636920929
1785088319.573169,117742,0.7925781011581421
1785088319.796604,117817,0.736328125
1785088320.4620924,118039,0.21953125298023224
1785088320.575694,118077,0.866406261920929
1785088320.7535589,118133,0.8031250238418579
1785088321.4003778,118357,0.725781261920929
1785088321.5015059,118391,0.8804687261581421
1785088322.0457296,118578,0.34257811307907104
1785088323.715129,119149,0.0
1785088324.5042038,119405,0.0
1785088324.8219826,119513,0.620312511920929
1785088325.574945,119770,0.39531248807907104
1785088326.4827538,120077,0.630859375
1785088326.5529394,120099,0.922656238079071
1785088327.2541409,120337,0.7749999761581421
1785088328.8713543,120888,0.0
1785088331.7580101,121831,0.0
1785088332.7855618,122186,0.14218750596046448
1785088333.4149163,122402,0.957812488079071
1785088333.7763617,122530,0.834765613079071
1785088335.917258,123252,0.4234375059604645
1785088337.659751,123822,0.3531250059604645
1785088338.7609951,124200,0.6167968511581421
1785088339.4313345,124422,0.21953125298023224
1785088340.1986978,124678,0.0
1785088340.8483257,124899,0.22304686903953552
1785088344.8352706,126239,0.0
1785088348.5963368,127498,0.0
1785088349.2966628,127735,0.6625000238418579
1785088349.9845045,127969,0.17734375596046448
1785088352.0479097,128674,0.6167968511581421
1785088353.2206361,129080,0.8207031488418579
1785088354.0163987,129336,0.0
1785088356.3263042,130104,0.0
1785088356.822855,130270,0.4164062440395355
1785088357.4366176,130477,0.27226561307907104
1785088357.8409102,130614,0.796093761920929
1785088359.1012511,131039,0.20546874403953552
1785088361.993697,132005,0.11054687201976776
1785088363.4387279,132495,0.384765625
1785088363.664423,132574,0.7222656011581421
1785088364.9021597,132984,0.41289061307907104
1785088364.9942274,133016,0.887499988079071
1785088365.7654376,133272,0.0
1785088367.3763037,133784,0.0
1785088368.1413276,134040,0.0
1785088371.1707454,135050,0.35664063692092896
1785088372.7561312,135561,0.5921875238418579
1785088373.5212758,135817,0.0
1785088375.0514433,136319,0.13515624403953552
1785088375.6129014,136508,0.7152343988418579
1785088376.4355667,136781,0.0
1785088377.2037144,137037,0.0
1785088377.9598835,137268,0.18789061903953552
1785088378.2676418,137369,0.6449218988418579
1785088379.069678,137625,0.0
1785088380.110404,137980,0.0
1785088381.6358523,138492,0.0
1785088381.8646097,138566,0.813671886920929
1785088383.0655787,138966,0.349609375
1785088383.9222736,139218,0.905078113079071
1785088384.8929553,139474,0.0
1785088385.2599092,139569,0.666015625
