Wall time,Step,Value
1784843272.4298015,609,0.0
1784843272.4493194,752,0.49726563692092896
1784843272.5404115,1419,0.0
1784843272.5689275,1632,0.7679687738418579
1784843272.5759332,1689,0.799609363079071
1784843272.6542468,2245,0.0
1784843272.6636298,2316,0.859375
1784843272.7271662,2791,0.296875
1784843272.9174259,4168,0.8628906011581421
1784843273.0497417,5134,0.0
1784843273.1108997,5586,0.0
1784843273.1229014,5679,0.866406261920929
1784843273.1289058,5721,0.852343738079071
1784843273.1804664,6091,0.0
1784843273.2961907,6928,0.0
1784843273.3172147,7084,0.4515624940395355
1784843273.326215,7141,0.799609363079071
1784843273.3627563,7397,0.0
1784843273.3827639,7539,0.500781238079071
1784843273.574034,8928,0.0
1784843273.613077,9214,0.8453124761581421
1784843273.6593978,9542,0.4691406190395355
1784843273.6724052,9637,0.666015625
1784843273.6784081,9681,0.8453124761581421
1784843273.7069333,9883,0.28984373807907104
1784843273.759956,10281,0.8207031488418579
1784843273.8950195,11274,0.630859375
1784843273.908039,11367,0.673046886920929
1784843273.971062,11816,0.796093761920929
1784843274.0571275,12443,0.919140636920929
1784843274.0881486,12661,0.9085937738418579
1784843274.0911484,12684,0.919140636920929
1784843274.1251695,12927,0.8628906011581421
1784843274.164187,13210,0.782031238079071
1784843274.1741908,13277,0.9156249761581421
1784843274.2452831,13694,0.620312511920929
1784843274.259791,13799,0.919140636920929
1784843274.2697978,13869,0.75390625
1784843274.3393536,14351,0.901562511920929
1784843274.3518634,14442,0.883984386920929
1784843274.3568633,14483,0.8558593988418579
1784843274.3658657,14544,0.7855468988418579
1784843274.3883762,14699,0.905078113079071
1784843274.4033978,14811,0.901562511920929
1784843274.410906,14861,0.940234363079071
1784843274.412906,14874,0.954296886920929
1784843274.4249096,14954,0.940234363079071
1784843274.4404173,15060,0.9156249761581421
1784843274.4424202,15077,0.940234363079071
1784843274.4559255,15169,0.957812488079071
1784843274.489513,15408,0.701171875
1784843274.4945123,15446,0.866406261920929
1784843274.5090206,15558,0.7679687738418579
1784843274.5345297,15737,0.936718761920929
1784843274.5425344,15795,0.9296875
1784843274.5710492,15990,0.314453125
1784843274.5960605,16164,0.595703125
1784843274.6200857,16339,0.778515636920929
1784843274.6395955,16482,0.49726563692092896
1784843274.7006476,16928,0.9507812261581421
1784843274.7677026,17398,0.30742186307907104
1784843274.7842069,17516,0.585156261920929
1784843274.7942114,17587,0.7503906488418579
1784843274.8493109,17991,0.6871093511581421
1784843274.9814038,18929,0.26171875
1784843274.9889114,18984,0.806640625
1784843275.0024192,19076,0.940234363079071
