Wall time,Step,Value
1784842153.9054902,1004,0.8080011010169983
1784842153.9340746,1216,0.8039752244949341
1784842154.0084429,1790,0.7841448783874512
1784842154.0584826,2163,0.77248215675354
1784842154.0784872,2319,0.7686333060264587
1784842154.1585643,2926,0.7572013139724731
1784842154.1975825,3208,0.7496746182441711
1784842154.2716398,3772,0.7348449230194092
1784842154.5401082,5741,0.6920928955078125
1784842154.6106603,6250,0.6784022450447083
1784842154.6422603,6479,0.6716588139533997
1784842154.6872952,6800,0.6649824380874634
1784842154.7118132,6943,0.661669135093689
1784842154.7437425,7111,0.6550920605659485
1784842154.8154469,7613,0.6357504725456238
1784842154.8244538,7680,0.6325828433036804
1784842154.844508,7830,0.6294310092926025
1784842154.8600128,7939,0.6262948513031006
1784842154.874021,8041,0.6231743693351746
1784842155.027748,9154,0.5987635850906372
1784842155.0572622,9369,0.5898580551147461
1784842155.0992975,9664,0.5810850858688354
1784842155.112822,9767,0.5781897902488708
1784842155.1198702,9816,0.5753089785575867
1784842155.1523807,10065,0.5724425315856934
1784842155.2454367,10755,0.5583229660987854
1784842155.312163,11230,0.5364525318145752
1784842155.3231666,11314,0.5337796211242676
1784842155.4083717,11939,0.5180197954177856
1784842155.4944606,12553,0.4977280795574188
1784842155.5119693,12679,0.49032530188560486
1784842155.5470126,12935,0.48788225650787354
1784842155.6465898,13651,0.47111842036247253
1784842155.6891615,13959,0.46411141753196716
1784842155.705822,14082,0.4594980776309967
1784842155.8133872,14827,0.4414987564086914
1784842155.8323958,14959,0.43493232131004333
1784842155.8359237,14984,0.43276527523994446
1784842155.9532373,15831,0.4137413203716278
1784842155.9647508,15902,0.409628689289093
1784842155.9697566,15936,0.4075877070426941
1784842155.9842613,16042,0.40555691719055176
1784842156.0423155,16450,0.39162179827690125
1784842156.065825,16615,0.38196226954460144
1784842156.074829,16679,0.37816551327705383
1784842156.0828288,16739,0.3762813210487366
1784842156.1148543,16960,0.3688378930091858
1784842156.1539052,17229,0.35974034667015076
1784842156.1599045,17278,0.3579479455947876
1784842156.1759126,17383,0.35262414813041687
1784842156.2054305,17582,0.3422129154205322
1784842156.208939,17601,0.340507835149765
1784842156.2199423,17679,0.33712315559387207
1784842156.243627,17849,0.3321090638637543
1784842156.2611349,17970,0.32880786061286926
1784842156.264137,17989,0.3271695673465729
1784842156.283154,18117,0.3239174485206604
1784842156.303701,18265,0.3206976652145386
1784842156.3067026,18292,0.3190997838973999
1784842156.3342388,18481,0.30813539028167725
1784842156.3732767,18759,0.29606521129608154
1784842156.376276,18778,0.2945900559425354
1784842156.3782785,18794,0.2931222915649414
1784842156.391312,18880,0.28732389211654663
1784842156.442879,19239,0.27332475781440735
1784842156.4459226,19262,0.2719629108905792
1784842156.4569225,19337,0.2692595422267914
1784842156.4779277,19476,0.2639332115650177
1784842156.491444,19571,0.26000767946243286
1784842156.494442,19590,0.25871220231056213
1784842156.5004406,19635,0.25742316246032715
1784842156.5079618,19684,0.2535944879055023
1784842156.596062,20303,0.23884078860282898
1784842156.627584,20513,0.2317890077829361
1784842156.6441233,20625,0.22834157943725586
1784842156.65064,20672,0.22607183456420898
1784842156.6536372,20688,0.22494542598724365
1784842156.66264,20752,0.22270943224430084
1784842156.6956708,20977,0.21830390393733978
1784842156.7362013,21259,0.21398553252220154
1784842156.7782326,21562,0.21185848116874695
1784842156.8193007,21873,0.20663289725780487
1784842156.978432,23000,0.1926768720149994
1784842157.0875337,23807,0.18792441487312317
1784842157.0975318,23877,0.18698808550834656
1784842157.136571,24156,0.18328918516635895
1784842157.1446075,24214,0.1823759526014328
1784842157.2017677,24630,0.17876827716827393
1784842157.212769,24717,0.17787756025791168
1784842157.2533207,25013,0.1761094331741333
1784842157.2723317,25151,0.17349013686180115
1784842157.3341153,25590,0.16921092569828033
1784842157.3637378,25802,0.16836783289909363
1784842157.386261,25968,0.1675289422273636
1784842157.4923906,26739,0.16339677572250366
1784842157.501898,26813,0.1625826507806778
1784842157.5379283,27069,0.16177257895469666
1784842157.6035607,27570,0.15936651825904846
1784842157.7331483,28541,0.1523609310388565
1784842157.744673,28622,0.1508464366197586
1784842157.7702043,28803,0.14639268815517426
1784842157.8037994,29052,0.1420704424381256
1784842157.8098018,29091,0.14136257767677307
1784842157.860904,29483,0.1371888369321823
1784842157.8799102,29626,0.13514842092990875
1784842157.9319372,30025,0.13247497379779816
1784842157.956965,30219,0.12985442578792572
1784842157.9664845,30276,0.12856365740299225
1784842157.9870014,30419,0.12602047622203827
1784842157.9930012,30467,0.12539257109165192
